n_estimators,max_depth,min_samples_split,max_features,min_samples_leaf,accuracy,f1_score,roc_auc,cv_accuracy,training_time,prediction_time
50,,2,sqrt,1,0.9953703703703703,0.9953559990145356,0.9999755046051342,0.9710648148148148,0.9572620391845703,0.005908012390136719
50,,2,sqrt,2,0.9907407407407407,0.9907464475261086,0.9999307017377508,0.9664351851851852,0.3982868194580078,0.005853891372680664
50,,2,log2,1,0.9953703703703703,0.9953518592562974,1.0,0.9733796296296297,0.5762369632720947,0.0091552734375
50,,2,log2,2,0.9907407407407407,0.9907464475261086,0.9999265138154028,0.96875,0.5217680931091309,0.008687019348144531
50,,5,sqrt,1,0.9953703703703703,0.9953732237630543,0.9999510092102685,0.9675925925925926,0.55202317237854,0.008034706115722656
50,,5,sqrt,2,1.0,1.0,0.9999020184205369,0.9675925925925926,0.47103190422058105,0.007295846939086914
50,,5,log2,1,1.0,1.0,0.9999020184205369,0.9699074074074074,0.37383604049682617,0.005706787109375
50,,5,log2,2,0.9953703703703703,0.9953732237630543,0.9999755046051342,0.96875,0.5700438022613525,0.007860183715820312
50,10.0,2,sqrt,1,0.9953703703703703,0.9953732237630543,0.9999531031714425,0.9710648148148149,0.7279078960418701,0.006525993347167969
50,10.0,2,sqrt,2,0.9953703703703703,0.9953559990145356,0.9999775985663082,0.9652777777777777,0.5075080394744873,0.009759902954101562
50,10.0,2,log2,1,0.9953703703703703,0.9953559990145356,0.9999265138154028,0.9814814814814815,0.3494904041290283,0.008648872375488281
50,10.0,2,log2,2,1.0,1.0,0.9999510092102685,0.9733796296296297,0.47057080268859863,0.01082921028137207
50,10.0,5,sqrt,1,0.9907407407407407,0.9907292227775899,0.9999755046051342,0.9722222222222223,0.4454672336578369,0.00792074203491211
50,10.0,5,sqrt,2,0.9953703703703703,0.9953559990145356,1.0,0.96875,0.8867342472076416,0.013296842575073242
50,10.0,5,log2,1,0.9907407407407407,0.9907464475261085,0.9999265138154028,0.9699074074074074,0.4140310287475586,0.012374162673950195
50,10.0,5,log2,2,0.9953703703703703,0.9953732237630543,0.9999510092102685,0.9675925925925926,0.4857141971588135,0.01215505599975586
