n_estimators,max_depth,min_samples_split,max_features,min_samples_leaf,accuracy,f1_score,roc_auc,cv_accuracy,training_time,prediction_time
100,10.0,2,log2,2,0.865,0.8651003743941935,0.9763750000000001,0.86875,0.49054408073425293,0.017290115356445312
100,10.0,5,sqrt,1,0.8475,0.8472342970959491,0.9739416666666667,0.8618749999999998,0.6557998657226562,0.012578010559082031
100,10.0,5,sqrt,2,0.8625,0.8619450255163943,0.9743916666666668,0.8587499999999999,0.44155335426330566,0.012976884841918945
100,10.0,5,log2,1,0.8475,0.8472342970959491,0.9739416666666667,0.8618749999999998,0.427994966506958,0.012489080429077148
100,10.0,5,log2,2,0.8625,0.8619450255163943,0.9743916666666668,0.8587499999999999,0.43294286727905273,0.013273239135742188
100,20.0,2,sqrt,1,0.88,0.8796439700349492,0.9791333333333334,0.8700000000000001,1.1558520793914795,0.018594026565551758
100,20.0,2,sqrt,2,0.8675,0.8665915692033422,0.9773375000000001,0.866875,0.6864204406738281,0.018439054489135742
100,20.0,2,log2,1,0.88,0.8796439700349492,0.9791333333333334,0.8700000000000001,1.0545673370361328,0.0325319766998291
100,20.0,2,log2,2,0.8675,0.8665915692033422,0.9773375000000001,0.866875,0.5629980564117432,0.014183998107910156
100,20.0,5,sqrt,1,0.8725,0.8721639696791825,0.9784250000000001,0.8668750000000001,0.523158073425293,0.018357038497924805
100,20.0,5,sqrt,2,0.875,0.8746471251850094,0.9790125000000001,0.871875,0.5250890254974365,0.015686750411987305
100,20.0,5,log2,1,0.8725,0.8721639696791825,0.9784250000000001,0.8668750000000001,0.5017609596252441,0.01499629020690918
100,20.0,5,log2,2,0.875,0.8746471251850094,0.9790125000000001,0.871875,0.4772200584411621,0.014981269836425781
200,,2,sqrt,1,0.885,0.8849539815926372,0.9808458333333333,0.8724999999999999,1.0592031478881836,0.029883861541748047
200,,2,sqrt,2,0.88,0.8793325864834571,0.9805666666666666,0.8674999999999999,1.8147671222686768,0.030799150466918945
200,,2,log2,1,0.885,0.8849539815926372,0.9808458333333333,0.8724999999999999,1.0000219345092773,0.028870820999145508
200,,2,log2,2,0.88,0.8793325864834571,0.9805666666666666,0.8674999999999999,0.9890241622924805,0.028555870056152344
200,,5,sqrt,1,0.8725,0.8721823782686028,0.9813583333333334,0.8625,0.9779009819030762,0.027856111526489258
200,,5,sqrt,2,0.8775,0.877016278110263,0.9807916666666666,0.8712499999999999,1.5829827785491943,0.06745719909667969
200,,5,log2,1,0.8725,0.8721823782686028,0.9813583333333334,0.8625,1.6263930797576904,0.031190872192382812
200,,5,log2,2,0.8775,0.877016278110263,0.9807916666666666,0.8712499999999999,1.1102590560913086,0.033393144607543945
200,10.0,2,sqrt,1,0.855,0.8546262921028663,0.977925,0.865625,0.9737021923065186,0.032469987869262695
200,10.0,2,sqrt,2,0.8625,0.862281635917101,0.978,0.8712500000000001,0.9157900810241699,0.027709007263183594
200,10.0,2,log2,1,0.855,0.8546262921028663,0.977925,0.865625,0.9748599529266357,0.029154062271118164
200,10.0,2,log2,2,0.8625,0.862281635917101,0.978,0.8712500000000001,1.0290899276733398,0.0306551456451416
200,10.0,5,sqrt,1,0.8675,0.8675534458845473,0.9774583333333333,0.8699999999999999,0.8973028659820557,0.028757095336914062
200,10.0,5,sqrt,2,0.8775,0.8770812341342221,0.9784499999999999,0.8675,0.8879640102386475,0.02789616584777832
200,10.0,5,log2,1,0.8675,0.8675534458845473,0.9774583333333333,0.8699999999999999,0.9286432266235352,0.028185129165649414
200,10.0,5,log2,2,0.8775,0.8770812341342221,0.9784499999999999,0.8675,0.8855390548706055,0.028493165969848633
200,20.0,2,sqrt,1,0.8875,0.8874244444494497,0.9808083333333333,0.874375,1.0136570930480957,0.0295259952545166
200,20.0,2,sqrt,2,0.8775,0.8767535103765488,0.9804833333333334,0.868125,0.970285177230835,0.030464887619018555
200,20.0,2,log2,1,0.8875,0.8874244444494497,0.9808083333333333,0.874375,2.6563830375671387,0.09712386131286621
200,20.0,2,log2,2,0.8775,0.8767535103765488,0.9804833333333334,0.868125,1.6785621643066406,0.0723578929901123
200,20.0,5,sqrt,1,0.8675,0.8671526803032293,0.9813,0.8625,1.6367828845977783,0.057450056076049805
200,20.0,5,sqrt,2,0.88,0.8796332028594006,0.9806916666666667,0.8706249999999999,2.1069118976593018,0.04477810859680176
200,20.0,5,log2,1,0.8675,0.8671526803032293,0.9813,0.8625,1.5257847309112549,0.045145273208618164
200,20.0,5,log2,2,0.88,0.8796332028594006,0.9806916666666667,0.8706249999999999,2.1256251335144043,0.04029488563537598
