n_estimators,max_depth,min_samples_split,max_features,min_samples_leaf,accuracy,f1_score,roc_auc,cv_accuracy,training_time,prediction_time
50,,2,sqrt,1,0.9166666666666666,0.917966211825861,0.9966827565612276,0.9166666666666666,0.2795288562774658,0.0055179595947265625
50,,2,sqrt,2,0.9537037037037037,0.9535923335923336,0.9965753549868529,0.9074074074074074,0.42316579818725586,0.005364179611206055
50,,2,log2,1,0.9351851851851852,0.9358302133935662,0.9985088791288563,0.9097222222222222,0.24541521072387695,0.011973857879638672
50,,2,log2,2,0.9074074074074074,0.9082669229762453,0.9941809607650491,0.9097222222222223,0.21251416206359863,0.015215158462524414
50,,5,sqrt,1,0.9166666666666666,0.916708772001484,0.9962072470880504,0.9143518518518517,0.2554931640625,0.009576082229614258
50,,5,sqrt,2,0.9444444444444444,0.9443855402243202,0.9971029778653291,0.9050925925925926,0.27826619148254395,0.006555795669555664
50,,5,log2,1,0.9444444444444444,0.9445251826210469,0.997754806975018,0.9166666666666666,0.21665000915527344,0.022118091583251953
50,,5,log2,2,0.9444444444444444,0.9447355005337125,0.9970759335813033,0.9004629629629629,0.22403192520141602,0.009238004684448242
50,10.0,2,sqrt,1,0.9166666666666666,0.917694878221194,0.9958080904993435,0.9282407407407408,0.26680898666381836,0.010938882827758789
50,10.0,2,sqrt,2,0.9444444444444444,0.9441533722430192,0.9974947029093012,0.9097222222222222,0.24933695793151855,0.005226850509643555
50,10.0,2,log2,1,0.9444444444444444,0.9446609438330571,0.9984156222353457,0.914351851851852,0.26322412490844727,0.005520820617675781
50,10.0,2,log2,2,0.9351851851851852,0.9357663456202852,0.9956412517259834,0.9050925925925926,0.21581578254699707,0.01691293716430664
50,10.0,5,sqrt,1,0.9351851851851852,0.9351388410851479,0.997445806466859,0.9189814814814815,0.25620102882385254,0.005099058151245117
50,10.0,5,sqrt,2,0.9444444444444444,0.9443855402243202,0.9979377084388721,0.8981481481481483,0.259066104888916,0.005287885665893555
50,10.0,5,log2,1,0.9537037037037037,0.95354917939459,0.9985069863157643,0.9120370370370371,0.22349810600280762,0.005362272262573242
50,10.0,5,log2,2,0.9444444444444444,0.9440885692535674,0.9980326932413036,0.898148148148148,0.241973876953125,0.00580906867980957
50,20.0,2,sqrt,1,0.9166666666666666,0.917966211825861,0.9966827565612276,0.9166666666666666,0.37532901763916016,0.03160810470581055
50,20.0,2,sqrt,2,0.9537037037037037,0.9535923335923336,0.9965753549868529,0.9074074074074074,0.2579948902130127,0.005354881286621094
50,20.0,2,log2,1,0.9351851851851852,0.9358302133935662,0.9985088791288563,0.9097222222222222,0.23405194282531738,0.0059239864349365234
50,20.0,2,log2,2,0.9074074074074074,0.9082669229762453,0.9941809607650491,0.9097222222222223,0.20754194259643555,0.008472204208374023
50,20.0,5,sqrt,1,0.9166666666666666,0.916708772001484,0.9962072470880504,0.9143518518518517,0.2805318832397461,0.005205869674682617
