n_estimators,max_depth,min_samples_split,max_features,min_samples_leaf,accuracy,f1_score,roc_auc,cv_accuracy,training_time,prediction_time
50,,2,sqrt,1,0.7381615598885793,0.6939361119224138,0.6581971720085552,0.7468662952646239,1.5837397575378418,0.0689539909362793
50,,2,sqrt,2,0.7128133704735377,0.6937835465696526,0.670420496977448,0.7157381615598886,1.1429791450500488,0.04881405830383301
50,,2,log2,1,0.7381615598885793,0.6939361119224138,0.6581971720085552,0.7468662952646239,1.827117919921875,0.052481889724731445
50,,2,log2,2,0.7128133704735377,0.6937835465696526,0.670420496977448,0.7157381615598886,1.1398448944091797,0.04668426513671875
50,,5,sqrt,1,0.7220055710306407,0.695443930629121,0.658140597793226,0.7277855153203342,1.1981182098388672,0.06206798553466797
50,,5,sqrt,2,0.7061281337047354,0.690223365280425,0.6899511808840479,0.7137186629526463,1.0929369926452637,0.0471649169921875
50,,5,log2,1,0.7220055710306407,0.695443930629121,0.658140597793226,0.7277855153203342,1.1930768489837646,0.056342124938964844
50,,5,log2,2,0.7061281337047354,0.690223365280425,0.6899511808840479,0.7137186629526463,1.053534984588623,0.049833059310913086
50,10.0,2,sqrt,1,0.49415041782729807,0.555848799598352,0.6531251354950648,0.5126044568245126,0.6742541790008545,0.023524761199951172
50,10.0,2,sqrt,2,0.4774373259052925,0.5414805956280793,0.6608629061777676,0.5015320334261838,0.7982959747314453,0.02291417121887207
50,10.0,2,log2,1,0.49415041782729807,0.555848799598352,0.6531251354950648,0.5126044568245126,0.6778337955474854,0.023231983184814453
50,10.0,2,log2,2,0.4774373259052925,0.5414805956280793,0.6608629061777676,0.5015320334261838,0.6686437129974365,0.028352975845336914
50,10.0,5,sqrt,1,0.4818941504178273,0.5456190048880216,0.6665872667402566,0.508008356545961,0.6712741851806641,0.02863788604736328
50,10.0,5,sqrt,2,0.47520891364902507,0.540240868709848,0.6656813478952377,0.49484679665738157,0.6700699329376221,0.025849103927612305
50,10.0,5,log2,1,0.4818941504178273,0.5456190048880216,0.6665872667402566,0.508008356545961,0.70343017578125,0.02275991439819336
50,10.0,5,log2,2,0.47520891364902507,0.540240868709848,0.6656813478952377,0.49484679665738157,0.6747591495513916,0.025884151458740234
50,20.0,2,sqrt,1,0.7331476323119778,0.6926338043845647,0.6800885949618632,0.7458217270194986,1.2070751190185547,0.07783102989196777
50,20.0,2,sqrt,2,0.7047353760445683,0.690467154387492,0.6858851084044778,0.7107938718662952,1.035433053970337,0.04666876792907715
50,20.0,2,log2,1,0.7331476323119778,0.6926338043845647,0.6800885949618632,0.7458217270194986,1.1870319843292236,0.05657196044921875
50,20.0,2,log2,2,0.7047353760445683,0.690467154387492,0.6858851084044778,0.7107938718662952,1.1892540454864502,0.0520780086517334
50,20.0,5,sqrt,1,0.7139275766016713,0.6920273624724833,0.6805729264464955,0.7190807799442898,1.1209452152252197,0.04381895065307617
50,20.0,5,sqrt,2,0.6994428969359332,0.6884677201732531,0.6736992084520548,0.70466573816156,1.0489161014556885,0.03990292549133301
50,20.0,5,log2,1,0.7139275766016713,0.6920273624724833,0.6805729264464955,0.7190807799442898,1.0837278366088867,0.04028892517089844
50,20.0,5,log2,2,0.6994428969359332,0.6884677201732531,0.6736992084520548,0.70466573816156,1.0201630592346191,0.04214310646057129
100,,2,sqrt,1,0.7381615598885793,0.6932886413000086,0.6597001417152301,0.7486072423398328,2.7358269691467285,0.10386824607849121
100,,2,sqrt,2,0.7114206128133704,0.6906569985795864,0.6720718350295027,0.7225626740947074,2.4882497787475586,0.08622097969055176
100,,2,log2,1,0.7381615598885793,0.6932886413000086,0.6597001417152301,0.7486072423398328,2.746217966079712,0.10396981239318848
